#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-01-16T14:41:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ54b922f76911	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/529/A75&tab:{J/A+A/529/A75/table-af}&key:source=J/A+A/529/A75/table-af&HTTPPRM:&
#-source=J/A+A/529/A75/table-af
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a
#-out=b
#-out=Filt
#Filt=Kp
#-out=Met
#Met=L
#-out=Mod
#Mod=A
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35290075
#Name: J/A+A/529/A75
#Title: Limb-darkening coefficients (Claret+, 2011)
#Table	J_A_A_529_A75_table-af:
#Name: J/A+A/529/A75/table-af
#Title: 2-parameter limb darkening coefficients: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)} (equations 2, 3 and 4)
#Column	logg	(F5.2)	[0/5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[2000/50000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[-5/1] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0/8] Microturbulent velocity	[ucd=phys.veloc]
#Column	a	(F7.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F7.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A1)	Model used: {\bf A}TLAS or {\bf P}HOENIX	[ucd=instr.setup;meta.modelled]
#Column	c	(F7.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F7.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F7.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F7.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
#logg	Teff	Z	xi	a	b	Filt	Met	Mod	c	d	e	f
#[cm/s2]	K	[Sun]	km/s	 	 	 	 	 	 	 	 	
#-----	------	----	----	-------	-------	--	-	-	-------	-------	-------	-------
 2.50	  8250	-5.0	 2.0	 0.2854	 0.2724	Kp	L	A	 0.0952	 0.5652	 0.5946	 0.2507
 3.00	  8250	-5.0	 2.0	 0.2977	 0.2592	Kp	L	A	 0.1190	 0.5347	 0.5917	 0.2378
 3.50	  8250	-5.0	 2.0	 0.3111	 0.2459	Kp	L	A	 0.1443	 0.5033	 0.5895	 0.2245
 4.00	  8250	-5.0	 2.0	 0.3129	 0.2481	Kp	L	A	 0.1510	 0.4986	 0.5928	 0.2241
 4.50	  8250	-5.0	 2.0	 0.3144	 0.2478	Kp	L	A	 0.1579	 0.4905	 0.5931	 0.2219
 5.00	  8250	-5.0	 2.0	 0.2098	 0.3266	Kp	L	A	-0.0147	 0.6727	 0.5804	 0.2999
 1.50	  8500	-5.0	 2.0	 0.2712	 0.2831	Kp	L	A	 0.0688	 0.5942	 0.5933	 0.2623
 2.00	  8500	-5.0	 2.0	 0.2615	 0.2860	Kp	L	A	 0.0571	 0.6001	 0.5869	 0.2649
 2.50	  8500	-5.0	 2.0	 0.2617	 0.2825	Kp	L	A	 0.0612	 0.5911	 0.5830	 0.2613
 3.00	  8500	-5.0	 2.0	 0.2705	 0.2734	Kp	L	A	 0.0781	 0.5695	 0.5811	 0.2522
 3.50	  8500	-5.0	 2.0	 0.2830	 0.2618	Kp	L	A	 0.1012	 0.5418	 0.5800	 0.2406
 4.00	  8500	-5.0	 2.0	 0.2935	 0.2530	Kp	L	A	 0.1212	 0.5187	 0.5801	 0.2313
 4.50	  8500	-5.0	 2.0	 0.2918	 0.2601	Kp	L	A	 0.1221	 0.5227	 0.5853	 0.2350
 5.00	  8500	-5.0	 2.0	 0.2912	 0.2612	Kp	L	A	 0.1253	 0.5185	 0.5853	 0.2343
 2.00	  8750	-5.0	 2.0	 0.2491	 0.2875	Kp	L	A	 0.0415	 0.6066	 0.5767	 0.2672
 2.50	  8750	-5.0	 2.0	 0.2451	 0.2866	Kp	L	A	 0.0390	 0.6034	 0.5714	 0.2660
 3.00	  8750	-5.0	 2.0	 0.2492	 0.2815	Kp	L	A	 0.0481	 0.5907	 0.5694	 0.2607
 3.50	  8750	-5.0	 2.0	 0.2581	 0.2739	Kp	L	A	 0.0646	 0.5717	 0.5695	 0.2529
 4.00	  8750	-5.0	 2.0	 0.2699	 0.2639	Kp	L	A	 0.0857	 0.5477	 0.5696	 0.2429
 4.50	  8750	-5.0	 2.0	 0.2740	 0.2635	Kp	L	A	 0.0950	 0.5397	 0.5724	 0.2407
 5.00	  8750	-5.0	 2.0	 0.2713	 0.2717	Kp	L	A	 0.0936	 0.5464	 0.5778	 0.2456
 1.50	  9000	-5.0	 2.0	 0.2613	 0.2799	Kp	L	A	 0.0584	 0.5915	 0.5802	 0.2603
 2.00	  9000	-5.0	 2.0	 0.2403	 0.2879	Kp	L	A	 0.0310	 0.6093	 0.5683	 0.2679
 2.50	  9000	-5.0	 2.0	 0.2331	 0.2879	Kp	L	A	 0.0241	 0.6088	 0.5611	 0.2678
 3.00	  9000	-5.0	 2.0	 0.2331	 0.2853	Kp	L	A	 0.0272	 0.6018	 0.5581	 0.2650
 3.50	  9000	-5.0	 2.0	 0.2390	 0.2804	Kp	L	A	 0.0380	 0.5893	 0.5581	 0.2599
 4.00	  9000	-5.0	 2.0	 0.2483	 0.2736	Kp	L	A	 0.0541	 0.5723	 0.5593	 0.2529
 4.50	  9000	-5.0	 2.0	 0.2610	 0.2630	Kp	L	A	 0.0762	 0.5474	 0.5597	 0.2424
 5.00	  9000	-5.0	 2.0	 0.2755	 0.2492	Kp	L	A	 0.1017	 0.5169	 0.5584	 0.2293
 2.00	  9250	-5.0	 2.0	 0.2342	 0.2873	Kp	L	A	 0.0241	 0.6098	 0.5618	 0.2678
 2.50	  9250	-5.0	 2.0	 0.2240	 0.2881	Kp	L	A	 0.0135	 0.6113	 0.5526	 0.2685
 3.00	  9250	-5.0	 2.0	 0.2217	 0.2864	Kp	L	A	 0.0133	 0.6065	 0.5482	 0.2666
 3.50	  9250	-5.0	 2.0	 0.2244	 0.2835	Kp	L	A	 0.0192	 0.5988	 0.5474	 0.2635
 4.00	  9250	-5.0	 2.0	 0.2303	 0.2798	Kp	L	A	 0.0292	 0.5889	 0.5488	 0.2596
 4.50	  9250	-5.0	 2.0	 0.2400	 0.2729	Kp	L	A	 0.0455	 0.5720	 0.5504	 0.2526
 5.00	  9250	-5.0	 2.0	 0.2524	 0.2621	Kp	L	A	 0.0670	 0.5473	 0.5503	 0.2420
 2.00	  9500	-5.0	 2.0	 0.2294	 0.2868	Kp	L	A	 0.0190	 0.6097	 0.5566	 0.2676
 2.50	  9500	-5.0	 2.0	 0.2173	 0.2876	Kp	L	A	 0.0061	 0.6117	 0.5454	 0.2684
 3.00	  9500	-5.0	 2.0	 0.2129	 0.2864	Kp	L	A	 0.0031	 0.6084	 0.5395	 0.2671
 3.50	  9500	-5.0	 2.0	 0.2133	 0.2846	Kp	L	A	 0.0057	 0.6034	 0.5378	 0.2652
 4.00	  9500	-5.0	 2.0	 0.2167	 0.2827	Kp	L	A	 0.0115	 0.5978	 0.5388	 0.2629
 4.50	  9500	-5.0	 2.0	 0.2233	 0.2788	Kp	L	A	 0.0221	 0.5879	 0.5408	 0.2589
 5.00	  9500	-5.0	 2.0	 0.2332	 0.2713	Kp	L	A	 0.0389	 0.5700	 0.5420	 0.2514
 2.00	  9750	-5.0	 2.0	 0.2249	 0.2871	Kp	L	A	 0.0138	 0.6111	 0.5525	 0.2680
 2.50	  9750	-5.0	 2.0	 0.2112	 0.2875	Kp	L	A	-0.0005	 0.6124	 0.5393	 0.2685
 3.00	  9750	-5.0	 2.0	 0.2056	 0.2862	Kp	L	A	-0.0049	 0.6092	 0.5321	 0.2672
 3.50	  9750	-5.0	 2.0	 0.2040	 0.2854	Kp	L	A	-0.0051	 0.6064	 0.5295	 0.2662
 4.00	  9750	-5.0	 2.0	 0.2056	 0.2842	Kp	L	A	-0.0020	 0.6031	 0.5297	 0.2649
 4.50	  9750	-5.0	 2.0	 0.2099	 0.2822	Kp	L	A	 0.0045	 0.5976	 0.5315	 0.2627
 5.00	  9750	-5.0	 2.0	 0.2173	 0.2775	Kp	L	A	 0.0164	 0.5861	 0.5334	 0.2579
 2.00	 10000	-5.0	 2.0	 0.2210	 0.2875	Kp	L	A	 0.0090	 0.6128	 0.5491	 0.2686
 2.50	 10000	-5.0	 2.0	 0.2064	 0.2871	Kp	L	A	-0.0057	 0.6125	 0.5341	 0.2684
 3.00	 10000	-5.0	 2.0	 0.1997	 0.2855	Kp	L	A	-0.0111	 0.6089	 0.5256	 0.2668
 3.50	 10000	-5.0	 2.0	 0.1971	 0.2848	Kp	L	A	-0.0127	 0.6067	 0.5221	 0.2660
 4.00	 10000	-5.0	 2.0	 0.1972	 0.2845	Kp	L	A	-0.0118	 0.6052	 0.5217	 0.2655
 4.50	 10000	-5.0	 2.0	 0.1996	 0.2836	Kp	L	A	-0.0082	 0.6025	 0.5230	 0.2645
 5.00	 10000	-5.0	 2.0	 0.2043	 0.2813	Kp	L	A	-0.0010	 0.5965	 0.5250	 0.2620
 2.00	 10500	-5.0	 2.0	 0.2135	 0.2893	Kp	L	A	-0.0006	 0.6177	 0.5437	 0.2705
 2.50	 10500	-5.0	 2.0	 0.1976	 0.2870	Kp	L	A	-0.0156	 0.6140	 0.5254	 0.2687
 3.00	 10500	-5.0	 2.0	 0.1900	 0.2842	Kp	L	A	-0.0210	 0.6078	 0.5145	 0.2660
 3.50	 10500	-5.0	 2.0	 0.1860	 0.2832	Kp	L	A	-0.0239	 0.6052	 0.5093	 0.2650
 4.00	 10500	-5.0	 2.0	 0.1843	 0.2833	Kp	L	A	-0.0255	 0.6052	 0.5078	 0.2650
 4.50	 10500	-5.0	 2.0	 0.1843	 0.2839	Kp	L	A	-0.0258	 0.6061	 0.5084	 0.2655
 5.00	 10500	-5.0	 2.0	 0.1856	 0.2839	Kp	L	A	-0.0241	 0.6057	 0.5097	 0.2654
 2.50	 11000	-5.0	 2.0	 0.1899	 0.2874	Kp	L	A	-0.0246	 0.6163	 0.5183	 0.2694
 3.00	 11000	-5.0	 2.0	 0.1820	 0.2829	Kp	L	A	-0.0291	 0.6066	 0.5053	 0.2652
 3.50	 11000	-5.0	 2.0	 0.1775	 0.2810	Kp	L	A	-0.0318	 0.6019	 0.4985	 0.2632
 4.00	 11000	-5.0	 2.0	 0.1752	 0.2807	Kp	L	A	-0.0339	 0.6012	 0.4958	 0.2630
 4.50	 11000	-5.0	 2.0	 0.1738	 0.2818	Kp	L	A	-0.0361	 0.6037	 0.4957	 0.2640
 5.00	 11000	-5.0	 2.0	 0.1732	 0.2833	Kp	L	A	-0.0378	 0.6067	 0.4968	 0.2654
 2.50	 11500	-5.0	 2.0	 0.1834	 0.2878	Kp	L	A	-0.0326	 0.6188	 0.5124	 0.2702
 3.00	 11500	-5.0	 2.0	 0.1748	 0.2821	Kp	L	A	-0.0366	 0.6061	 0.4972	 0.2647
 3.50	 11500	-5.0	 2.0	 0.1706	 0.2786	Kp	L	A	-0.0378	 0.5981	 0.4890	 0.2613
 4.00	 11500	-5.0	 2.0	 0.1677	 0.2780	Kp	L	A	-0.0401	 0.5965	 0.4854	 0.2607
 4.50	 11500	-5.0	 2.0	 0.1656	 0.2791	Kp	L	A	-0.0430	 0.5989	 0.4845	 0.2617
 5.00	 11500	-5.0	 2.0	 0.1641	 0.2811	Kp	L	A	-0.0463	 0.6035	 0.4853	 0.2637
 2.50	 12000	-5.0	 2.0	 0.1775	 0.2885	Kp	L	A	-0.0400	 0.6218	 0.5075	 0.2712
 3.00	 12000	-5.0	 2.0	 0.1686	 0.2811	Kp	L	A	-0.0431	 0.6055	 0.4901	 0.2642
 3.50	 12000	-5.0	 2.0	 0.1640	 0.2768	Kp	L	A	-0.0438	 0.5953	 0.4804	 0.2599
 4.00	 12000	-5.0	 2.0	 0.1609	 0.2755	Kp	L	A	-0.0456	 0.5921	 0.4759	 0.2586
 4.50	 12000	-5.0	 2.0	 0.1591	 0.2758	Kp	L	A	-0.0479	 0.5930	 0.4744	 0.2589
 5.00	 12000	-5.0	 2.0	 0.1571	 0.2778	Kp	L	A	-0.0516	 0.5976	 0.4747	 0.2609
 2.50	 12500	-5.0	 2.0	 0.1726	 0.2892	Kp	L	A	-0.0465	 0.6248	 0.5034	 0.2722
 3.00	 12500	-5.0	 2.0	 0.1630	 0.2805	Kp	L	A	-0.0491	 0.6054	 0.4839	 0.2638
 3.50	 12500	-5.0	 2.0	 0.1583	 0.2749	Kp	L	A	-0.0488	 0.5923	 0.4727	 0.2584
 4.00	 12500	-5.0	 2.0	 0.1553	 0.2728	Kp	L	A	-0.0498	 0.5870	 0.4672	 0.2562
 4.50	 12500	-5.0	 2.0	 0.1535	 0.2725	Kp	L	A	-0.0515	 0.5867	 0.4651	 0.2560
 5.00	 12500	-5.0	 2.0	 0.1518	 0.2739	Kp	L	A	-0.0546	 0.5901	 0.4650	 0.2574
 2.50	 13000	-5.0	 2.0	 0.1680	 0.2902	Kp	L	A	-0.0527	 0.6283	 0.5002	 0.2734
 3.00	 13000	-5.0	 2.0	 0.1582	 0.2797	Kp	L	A	-0.0542	 0.6051	 0.4784	 0.2634
 3.50	 13000	-5.0	 2.0	 0.1534	 0.2730	Kp	L	A	-0.0531	 0.5893	 0.4657	 0.2568
 4.00	 13000	-5.0	 2.0	 0.1506	 0.2698	Kp	L	A	-0.0530	 0.5817	 0.4592	 0.2536
 4.50	 13000	-5.0	 2.0	 0.1484	 0.2693	Kp	L	A	-0.0547	 0.5806	 0.4564	 0.2532
 5.00	 13000	-5.0	 2.0	 0.1466	 0.2705	Kp	L	A	-0.0576	 0.5833	 0.4559	 0.2543
 2.00	 14000	-5.0	 2.0	 0.1910	 0.3028	Kp	L	A	-0.0376	 0.6530	 0.5373	 0.2847
 2.50	 14000	-5.0	 2.0	 0.1606	 0.2928	Kp	L	A	-0.0638	 0.6362	 0.4959	 0.2764
 3.00	 14000	-5.0	 2.0	 0.1496	 0.2792	Kp	L	A	-0.0642	 0.6065	 0.4694	 0.2636
 3.50	 14000	-5.0	 2.0	 0.1449	 0.2696	Kp	L	A	-0.0606	 0.5843	 0.4535	 0.2542
 4.00	 14000	-5.0	 2.0	 0.1420	 0.2647	Kp	L	A	-0.0590	 0.5726	 0.4450	 0.2493
 4.50	 14000	-5.0	 2.0	 0.1399	 0.2631	Kp	L	A	-0.0595	 0.5685	 0.4409	 0.2477
 5.00	 14000	-5.0	 2.0	 0.1381	 0.2634	Kp	L	A	-0.0616	 0.5695	 0.4396	 0.2480
 2.50	 15000	-5.0	 2.0	 0.1543	 0.2965	Kp	L	A	-0.0742	 0.6461	 0.4941	 0.2803
 3.00	 15000	-5.0	 2.0	 0.1423	 0.2795	Kp	L	A	-0.0733	 0.6094	 0.4627	 0.2643
 3.50	 15000	-5.0	 2.0	 0.1376	 0.2670	Kp	L	A	-0.0673	 0.5807	 0.4436	 0.2522
 4.00	 15000	-5.0	 2.0	 0.1350	 0.2601	Kp	L	A	-0.0637	 0.5643	 0.4328	 0.2454
 4.50	 15000	-5.0	 2.0	 0.1329	 0.2573	Kp	L	A	-0.0630	 0.5573	 0.4274	 0.2425
 5.00	 15000	-5.0	 2.0	 0.1311	 0.2569	Kp	L	A	-0.0645	 0.5565	 0.4252	 0.2421
 2.50	 16000	-5.0	 2.0	 0.1490	 0.3011	Kp	L	A	-0.0842	 0.6578	 0.4942	 0.2851
 3.00	 16000	-5.0	 2.0	 0.1354	 0.2812	Kp	L	A	-0.0831	 0.6153	 0.4579	 0.2665
 3.50	 16000	-5.0	 2.0	 0.1309	 0.2657	Kp	L	A	-0.0744	 0.5798	 0.4355	 0.2514
 4.00	 16000	-5.0	 2.0	 0.1287	 0.2565	Kp	L	A	-0.0684	 0.5582	 0.4226	 0.2424
 4.50	 16000	-5.0	 2.0	 0.1269	 0.2522	Kp	L	A	-0.0661	 0.5477	 0.4158	 0.2380
 5.00	 16000	-5.0	 2.0	 0.1253	 0.2509	Kp	L	A	-0.0668	 0.5449	 0.4127	 0.2369
 2.50	 17000	-5.0	 2.0	 0.1454	 0.3056	Kp	L	A	-0.0924	 0.6692	 0.4960	 0.2898
 3.00	 17000	-5.0	 2.0	 0.1287	 0.2841	Kp	L	A	-0.0934	 0.6236	 0.4547	 0.2697
 3.50	 17000	-5.0	 2.0	 0.1244	 0.2655	Kp	L	A	-0.0821	 0.5813	 0.4290	 0.2517
 4.00	 17000	-5.0	 2.0	 0.1228	 0.2540	Kp	L	A	-0.0734	 0.5542	 0.4139	 0.2403
 4.50	 17000	-5.0	 2.0	 0.1214	 0.2480	Kp	L	A	-0.0694	 0.5401	 0.4056	 0.2344
 5.00	 17000	-5.0	 2.0	 0.1200	 0.2458	Kp	L	A	-0.0689	 0.5350	 0.4017	 0.2323
 2.50	 18000	-5.0	 2.0	 0.1441	 0.3099	Kp	L	A	-0.0977	 0.6797	 0.4997	 0.2941
 3.00	 18000	-5.0	 2.0	 0.1226	 0.2873	Kp	L	A	-0.1037	 0.6331	 0.4525	 0.2733
 3.50	 18000	-5.0	 2.0	 0.1179	 0.2663	Kp	L	A	-0.0908	 0.5853	 0.4236	 0.2530
 4.00	 18000	-5.0	 2.0	 0.1169	 0.2524	Kp	L	A	-0.0794	 0.5526	 0.4064	 0.2392
 4.50	 18000	-5.0	 2.0	 0.1160	 0.2450	Kp	L	A	-0.0734	 0.5348	 0.3969	 0.2319
 5.00	 18000	-5.0	 2.0	 0.1150	 0.2417	Kp	L	A	-0.0716	 0.5273	 0.3921	 0.2287
 2.50	 19000	-5.0	 2.0	 0.1455	 0.3142	Kp	L	A	-0.0998	 0.6892	 0.5060	 0.2982
 3.00	 19000	-5.0	 2.0	 0.1179	 0.2903	Kp	L	A	-0.1125	 0.6423	 0.4515	 0.2768
 3.50	 19000	-5.0	 2.0	 0.1118	 0.2674	Kp	L	A	-0.0995	 0.5902	 0.4190	 0.2546
 4.00	 19000	-5.0	 2.0	 0.1109	 0.2517	Kp	L	A	-0.0863	 0.5531	 0.3998	 0.2391
 4.50	 19000	-5.0	 2.0	 0.1105	 0.2429	Kp	L	A	-0.0785	 0.5320	 0.3892	 0.2303
 5.00	 19000	-5.0	 2.0	 0.1099	 0.2387	Kp	L	A	-0.0752	 0.5219	 0.3836	 0.2261
 3.00	 20000	-5.0	 2.0	 0.1141	 0.2942	Kp	L	A	-0.1207	 0.6528	 0.4524	 0.2809
 3.50	 20000	-5.0	 2.0	 0.1065	 0.2686	Kp	L	A	-0.1077	 0.5956	 0.4153	 0.2563
 4.00	 20000	-5.0	 2.0	 0.1054	 0.2511	Kp	L	A	-0.0931	 0.5544	 0.3939	 0.2391
 4.50	 20000	-5.0	 2.0	 0.1051	 0.2413	Kp	L	A	-0.0840	 0.5304	 0.3821	 0.2292
 5.00	 20000	-5.0	 2.0	 0.1050	 0.2362	Kp	L	A	-0.0794	 0.5182	 0.3760	 0.2242
 3.00	 21000	-5.0	 2.0	 0.1113	 0.2990	Kp	L	A	-0.1284	 0.6650	 0.4554	 0.2859
 3.50	 21000	-5.0	 2.0	 0.1015	 0.2708	Kp	L	A	-0.1161	 0.6030	 0.4131	 0.2590
 4.00	 21000	-5.0	 2.0	 0.1002	 0.2509	Kp	L	A	-0.1000	 0.5566	 0.3887	 0.2395
 4.50	 21000	-5.0	 2.0	 0.1001	 0.2398	Kp	L	A	-0.0895	 0.5294	 0.3756	 0.2283
 5.00	 21000	-5.0	 2.0	 0.0999	 0.2343	Kp	L	A	-0.0843	 0.5160	 0.3690	 0.2228
 3.00	 22000	-5.0	 2.0	 0.1099	 0.3044	Kp	L	A	-0.1348	 0.6779	 0.4602	 0.2913
 3.50	 22000	-5.0	 2.0	 0.0973	 0.2741	Kp	L	A	-0.1246	 0.6126	 0.4129	 0.2627
 4.00	 22000	-5.0	 2.0	 0.0955	 0.2516	Kp	L	A	-0.1070	 0.5606	 0.3850	 0.2408
 4.50	 22000	-5.0	 2.0	 0.0954	 0.2387	Kp	L	A	-0.0951	 0.5296	 0.3699	 0.2279
 5.00	 22000	-5.0	 2.0	 0.0952	 0.2327	Kp	L	A	-0.0894	 0.5146	 0.3626	 0.2218
 3.00	 23000	-5.0	 2.0	 0.1097	 0.3101	Kp	L	A	-0.1398	 0.6909	 0.4666	 0.2968
 3.50	 23000	-5.0	 2.0	 0.0933	 0.2786	Kp	L	A	-0.1335	 0.6246	 0.4143	 0.2675
 4.00	 23000	-5.0	 2.0	 0.0907	 0.2539	Kp	L	A	-0.1153	 0.5681	 0.3832	 0.2435
 4.50	 23000	-5.0	 2.0	 0.0908	 0.2389	Kp	L	A	-0.1016	 0.5325	 0.3657	 0.2287
 5.00	 23000	-5.0	 2.0	 0.0907	 0.2315	Kp	L	A	-0.0945	 0.5143	 0.3570	 0.2212
 3.00	 24000	-5.0	 2.0	 0.1103	 0.3167	Kp	L	A	-0.1436	 0.7044	 0.4747	 0.3029
 3.50	 24000	-5.0	 2.0	 0.0898	 0.2839	Kp	L	A	-0.1423	 0.6379	 0.4171	 0.2730
 4.00	 24000	-5.0	 2.0	 0.0863	 0.2572	Kp	L	A	-0.1239	 0.5777	 0.3828	 0.2472
 4.50	 24000	-5.0	 2.0	 0.0863	 0.2403	Kp	L	A	-0.1088	 0.5379	 0.3631	 0.2305
 5.00	 24000	-5.0	 2.0	 0.0864	 0.2315	Kp	L	A	-0.1004	 0.5165	 0.3529	 0.2217
 3.00	 25000	-5.0	 2.0	 0.1115	 0.3239	Kp	L	A	-0.1467	 0.7184	 0.4841	 0.3094
 3.50	 25000	-5.0	 2.0	 0.0866	 0.2899	Kp	L	A	-0.1509	 0.6520	 0.4209	 0.2789
 4.00	 25000	-5.0	 2.0	 0.0819	 0.2615	Kp	L	A	-0.1328	 0.5889	 0.3835	 0.2517
 4.50	 25000	-5.0	 2.0	 0.0818	 0.2429	Kp	L	A	-0.1167	 0.5457	 0.3618	 0.2335
 5.00	 25000	-5.0	 2.0	 0.0820	 0.2327	Kp	L	A	-0.1071	 0.5211	 0.3500	 0.2233
 3.00	 26000	-5.0	 2.0	 0.1074	 0.3344	Kp	L	A	-0.1570	 0.7384	 0.4917	 0.3186
 3.50	 26000	-5.0	 2.0	 0.0835	 0.2963	Kp	L	A	-0.1592	 0.6664	 0.4252	 0.2851
 4.00	 26000	-5.0	 2.0	 0.0779	 0.2660	Kp	L	A	-0.1413	 0.6001	 0.3848	 0.2563
 4.50	 26000	-5.0	 2.0	 0.0775	 0.2460	Kp	L	A	-0.1246	 0.5540	 0.3612	 0.2368
 5.00	 26000	-5.0	 2.0	 0.0778	 0.2345	Kp	L	A	-0.1138	 0.5267	 0.3481	 0.2254
 3.50	 27000	-5.0	 2.0	 0.0799	 0.3026	Kp	L	A	-0.1677	 0.6802	 0.4289	 0.2911
 4.00	 27000	-5.0	 2.0	 0.0737	 0.2708	Kp	L	A	-0.1498	 0.6115	 0.3862	 0.2611
 4.50	 27000	-5.0	 2.0	 0.0735	 0.2491	Kp	L	A	-0.1319	 0.5620	 0.3608	 0.2400
 5.00	 27000	-5.0	 2.0	 0.0735	 0.2367	Kp	L	A	-0.1207	 0.5328	 0.3465	 0.2278
 3.50	 28000	-5.0	 2.0	 0.0741	 0.3086	Kp	L	A	-0.1779	 0.6930	 0.4299	 0.2967
 4.00	 28000	-5.0	 2.0	 0.0699	 0.2744	Kp	L	A	-0.1568	 0.6200	 0.3866	 0.2647
 4.50	 28000	-5.0	 2.0	 0.0695	 0.2517	Kp	L	A	-0.1383	 0.5685	 0.3600	 0.2427
 5.00	 28000	-5.0	 2.0	 0.0695	 0.2386	Kp	L	A	-0.1265	 0.5374	 0.3446	 0.2297
 3.50	 29000	-5.0	 2.0	 0.0665	 0.3127	Kp	L	A	-0.1892	 0.7026	 0.4270	 0.3008
 4.00	 29000	-5.0	 2.0	 0.0654	 0.2768	Kp	L	A	-0.1634	 0.6255	 0.3849	 0.2670
 4.50	 29000	-5.0	 2.0	 0.0653	 0.2534	Kp	L	A	-0.1438	 0.5722	 0.3578	 0.2443
 5.00	 29000	-5.0	 2.0	 0.0664	 0.2386	Kp	L	A	-0.1299	 0.5378	 0.3416	 0.2298
 3.50	 30000	-5.0	 2.0	 0.0578	 0.3168	Kp	L	A	-0.2019	 0.7127	 0.4231	 0.3049
 4.00	 30000	-5.0	 2.0	 0.0599	 0.2775	Kp	L	A	-0.1696	 0.6271	 0.3801	 0.2677
 4.50	 30000	-5.0	 2.0	 0.0622	 0.2521	Kp	L	A	-0.1462	 0.5696	 0.3532	 0.2432
 5.00	 30000	-5.0	 2.0	 0.0635	 0.2368	Kp	L	A	-0.1313	 0.5338	 0.3367	 0.2281
 3.50	 31000	-5.0	 2.0	 0.0483	 0.3230	Kp	L	A	-0.2168	 0.7272	 0.4208	 0.3110
 4.00	 31000	-5.0	 2.0	 0.0542	 0.2764	Kp	L	A	-0.1749	 0.6255	 0.3733	 0.2669
 4.50	 31000	-5.0	 2.0	 0.0584	 0.2492	Kp	L	A	-0.1477	 0.5631	 0.3460	 0.2404
 5.00	 31000	-5.0	 2.0	 0.0610	 0.2327	Kp	L	A	-0.1304	 0.5244	 0.3294	 0.2242
 4.00	 32000	-5.0	 2.0	 0.0477	 0.2758	Kp	L	A	-0.1818	 0.6253	 0.3662	 0.2665
 4.50	 32000	-5.0	 2.0	 0.0540	 0.2453	Kp	L	A	-0.1488	 0.5543	 0.3371	 0.2366
 5.00	 32000	-5.0	 2.0	 0.0579	 0.2273	Kp	L	A	-0.1287	 0.5118	 0.3200	 0.2189
 4.00	 33000	-5.0	 2.0	 0.0400	 0.2770	Kp	L	A	-0.1915	 0.6296	 0.3600	 0.2681
 4.50	 33000	-5.0	 2.0	 0.0499	 0.2406	Kp	L	A	-0.1497	 0.5447	 0.3277	 0.2323
 5.00	 33000	-5.0	 2.0	 0.0553	 0.2203	Kp	L	A	-0.1255	 0.4960	 0.3094	 0.2121
 4.00	 34000	-5.0	 2.0	 0.0303	 0.2800	Kp	L	A	-0.2048	 0.6380	 0.3540	 0.2713
 4.50	 34000	-5.0	 2.0	 0.0442	 0.2378	Kp	L	A	-0.1536	 0.5392	 0.3188	 0.2298
 5.00	 34000	-5.0	 2.0	 0.0525	 0.2134	Kp	L	A	-0.1229	 0.4807	 0.2986	 0.2055
 4.00	 35000	-5.0	 2.0	 0.0206	 0.2818	Kp	L	A	-0.2180	 0.6449	 0.3466	 0.2737
 4.50	 35000	-5.0	 2.0	 0.0376	 0.2356	Kp	L	A	-0.1596	 0.5359	 0.3098	 0.2281
 5.00	 35000	-5.0	 2.0	 0.0485	 0.2077	Kp	L	A	-0.1226	 0.4684	 0.2881	 0.2001
 4.50	 37500	-5.0	 2.0	 0.0192	 0.2286	Kp	L	A	-0.1768	 0.5267	 0.2840	 0.2228
 5.00	 37500	-5.0	 2.0	 0.0344	 0.1949	Kp	L	A	-0.1285	 0.4430	 0.2596	 0.1885
 4.50	 40000	-5.0	 2.0	 0.0093	 0.2215	Kp	L	A	-0.1857	 0.5175	 0.2666	 0.2176
